source_id,model,category,token_count,score,output_chars,duration_s
cb13abc0e602e1d3,gpt-oss:latest,GovReport,21072,0.0,4226,1.1774
ccc99455d2136ced,gpt-oss:latest,ArXiv,8917,0.0,12492,0.8829
cd376d7b05c16119,gpt-oss:latest,Siphon,581,1.0,1181,0.3714
cfa11d9c3a649e71,gpt-oss:latest,GovReport,14582,0.2,1062,0.9762
d23c2d186a448d72,gpt-oss:latest,Siphon,670,0.8,1678,0.4123
d30a50ac7d29dab1,gpt-oss:latest,PubMed,2929,1.0,3408,0.797
d3a6d35adba1a4f7,gpt-oss:latest,PubMed,6032,0.2,86,0.8546
d4bf61f86b7f43f9,gpt-oss:latest,Siphon,1126,1.0,1277,0.832
d52a472083d5483b,gpt-oss:latest,Siphon,126332,0.0,77,0.3494
d6147259174b6314,gpt-oss:latest,Siphon,126203,0.2,2042,0.2315
d6cb3396f5d47c1a,gpt-oss:latest,Siphon,1547,1.0,2431,0.751
d87419496c631609,gpt-oss:latest,PubMed,8507,0.4,6165,0.8261
d8d4ee7faa03eca8,gpt-oss:latest,BookSum,10040,0.0,2830,0.7295
d8f52fc0bab5592e,gpt-oss:latest,Siphon,49184,0.0,2223,1.6963
e0747c2debe92a1d,gpt-oss:latest,Siphon,146639,0.0,380,0.395
e40961f17f905e12,gpt-oss:latest,Siphon,52267,0.0,2867,1.5486
e5e0aa2e7ba6b380,gpt-oss:latest,Siphon,151340,0.0,1714,0.2228
e6229fb9d86212a3,gpt-oss:latest,BillSum,1114,1.0,2203,0.8169
e7744ce952e46afc,gpt-oss:latest,BookSum,5719,0.0,52,0.7776
e80f301231c03eb5,gpt-oss:latest,Siphon,30263,0.0,5552,0.9199
e930ca525bacc27f,gpt-oss:latest,BookSum,6902,0.0,6786,1.1439
ebc73fb557352fdf,gpt-oss:latest,PubMed,1098,1.0,1440,0.8696
ed08ed79e283306c,gpt-oss:latest,PubMed,3115,1.0,2000,0.883
edfbc4f45d53acc0,gpt-oss:latest,Siphon,69035,0.2,985,3.7325
ef8cb732719a31a9,gpt-oss:latest,BookSum,18627,0.0,130,0.9381
f01bd980db82a7ea,gpt-oss:latest,BillSum,1233,0.8,1450,0.7124
f126b14810f9588c,gpt-oss:latest,GovReport,20834,0.4,6430,1.1834
f17331f2a61055fb,gpt-oss:latest,BookSum,11679,0.0,151,0.7082
f29cfabfdec0ce2e,gpt-oss:latest,Siphon,667,0.8,1789,0.447
f4561f0f5f4d07aa,gpt-oss:latest,GovReport,13581,0.2,5799,0.9745
f5eb6367c29e5566,gpt-oss:latest,BookSum,649,0.4,951,0.5587
f620043b541185e7,gpt-oss:latest,Siphon,503,1.0,1662,0.5234
f692fb9c8035587d,gpt-oss:latest,BookSum,11752,0.0,234,0.7301
f6af448f2b101fbd,gpt-oss:latest,Siphon,58992,0.2,479,1.7035
f73caa8624fffbaf,gpt-oss:latest,Siphon,179632,0.0,1373,0.5097
f83d5bff2570c20c,gpt-oss:latest,BookSum,1205,0.4,1006,0.8361
f85c663e53990930,gpt-oss:latest,Siphon,57521,0.2,2332,1.3164
f9ca7b14f88913dc,gpt-oss:latest,GovReport,9655,0.0,7673,0.8246
fa6fa9360b97a854,gpt-oss:latest,Siphon,129213,0.2,405,0.4364
fad0a472a2d38928,gpt-oss:latest,Siphon,167816,0.0,653,0.5771
fb5832b1c605abbe,gpt-oss:latest,WikiHow,1265,0.8,1612,0.6595
fc951608c7a4ae12,gpt-oss:latest,BookSum,2911,0.2,1610,0.4212
fc9b9631d8a881a0,gpt-oss:latest,BookSum,944,0.6,913,0.7989
fd864b64a6209418,gpt-oss:latest,Siphon,19339,0.2,2167,1.0762
02a36eeaf4de3fed,qwen3.6:latest,BookSum,41697,0.2,3906,1.6901
02e63a2f2fc247d0,qwen3.6:latest,Siphon,61720,0.4,3876,0.871
02fad2c24aa64146,qwen3.6:latest,Siphon,57614,0.2,1857,1.0281
05e962961e864ff4,qwen3.6:latest,BookSum,2464,0.6,1198,0.7733
07096bbe6a1a7e2b,qwen3.6:latest,GovReport,14090,0.8,3260,1.3408
08837ee9084057e5,qwen3.6:latest,BookSum,7788,0.6,1478,0.8117
090c12c71a57eea9,qwen3.6:latest,Siphon,896,0.8,1748,0.4725
0a040ce02baea0c0,qwen3.6:latest,Siphon,797,0.8,1202,0.5023
0b6450551fc145bd,qwen3.6:latest,Siphon,57258,0.2,4890,1.3853
0bd12d25e7d6913f,qwen3.6:latest,GovReport,10463,0.8,3266,0.8478
0bd1ae5ac36914da,qwen3.6:latest,Siphon,67454,0.2,4880,4.5504
0fb47e118eaf9c6d,qwen3.6:latest,Siphon,145511,0.0,753,0.5042
109dcc0cca5141f1,qwen3.6:latest,Siphon,37266,0.2,5029,1.7391
128df24fe407b3f6,qwen3.6:latest,Siphon,589,0.8,1415,0.8335
1331bc288059434f,qwen3.6:latest,PubMed,3987,0.8,2570,0.8129
1387e59928e190df,qwen3.6:latest,Siphon,34576,0.2,2013,1.6422
140a70ee3e93ba11,qwen3.6:latest,BookSum,6612,0.4,1223,1.1818
1b30c02dad523501,qwen3.6:latest,Siphon,69552,0.0,1110,3.8404
1bde1d2b9bf55ef6,qwen3.6:latest,BillSum,1582,0.8,1350,0.749
1be319f52bc7794b,qwen3.6:latest,Siphon,84011,0.2,1651,3.5768
1e549964b0d1ffb3,qwen3.6:latest,Siphon,650,0.8,1175,0.9476
1f1a08b291f9ff92,qwen3.6:latest,BookSum,4484,0.6,1442,0.8089
20b0bbf1c1e7b842,qwen3.6:latest,BookSum,835,0.6,804,0.621
2301c8025d4cfc55,qwen3.6:latest,BookSum,7811,0.6,1467,0.8095
26562bc95f29d0e7,qwen3.6:latest,Siphon,174536,0.2,983,0.4324
269c15d175b31c53,qwen3.6:latest,ArXiv,6689,0.8,1297,1.1051
29fbe5b2a9cdcbd1,qwen3.6:latest,BookSum,1652,0.6,799,0.5817
2aed9f5ceb0d4ef5,qwen3.6:latest,Siphon,93927,0.2,2918,4.1702
2b7f09404acf6db7,qwen3.6:latest,GovReport,26243,0.8,2448,1.0342
2c17d50233c19bfe,qwen3.6:latest,Siphon,49489,0.4,4498,1.8034
2efb01a28bf80931,qwen3.6:latest,BookSum,8482,0.8,1484,0.9273
2fdb74a46e6c6164,qwen3.6:latest,Siphon,38983,0.4,2979,1.1181
3052d859aa2275aa,qwen3.6:latest,GovReport,14575,0.8,2237,1.3331
31c6b3277cd42ea1,qwen3.6:latest,Siphon,789,0.8,1434,0.5557
3345ef955c76a87d,qwen3.6:latest,BookSum,37118,0.2,4011,1.8446
348720498ac46980,qwen3.6:latest,Siphon,94646,0.2,5309,5.794
373a4663b87fc0f2,qwen3.6:latest,ArXiv,14191,0.8,2463,1.4045
37a3042103b40d4d,qwen3.6:latest,Siphon,92058,0.2,4156,4.7397
37ede2181d67b068,qwen3.6:latest,Siphon,748,1.0,891,0.5811
3cb7d5d442bca0be,qwen3.6:latest,ArXiv,10264,0.8,1890,0.702
3e7889d6260c53ba,qwen3.6:latest,Siphon,26861,0.8,3054,1.4132
3f9f00be54ca44ff,qwen3.6:latest,Siphon,1539,1.0,1597,0.8679
3fee926e3411eb82,qwen3.6:latest,BookSum,5463,0.8,1845,0.7882
4140c397caa5bb5c,qwen3.6:latest,Siphon,1094,1.0,1694,0.4592
414c6467b7793a14,qwen3.6:latest,BookSum,3062,0.6,909,0.8756
423c4ea171279761,qwen3.6:latest,GovReport,10255,1.0,3048,0.8438
445be14601e8bbb4,qwen3.6:latest,GovReport,16710,0.6,3725,1.1365
45e0a7c13fe243ac,qwen3.6:latest,Siphon,167743,0.2,679,0.3494
46717a20176e4cbf,qwen3.6:latest,BillSum,1763,0.8,1894,0.4968
467a66e3a5d1e345,qwen3.6:latest,BookSum,3781,0.8,1105,0.8563
476cb804440b06c2,qwen3.6:latest,Siphon,44972,0.2,2094,1.5892
49347fa7f3dd4982,qwen3.6:latest,PubMed,16726,0.8,2124,0.9798
49c4153a2663c281,qwen3.6:latest,Siphon,181458,0.2,743,0.5084
4c6632acb49850d6,qwen3.6:latest,GovReport,20455,0.8,3910,1.3296
4c8e024fce3fc5d9,qwen3.6:latest,WikiHow,678,0.8,793,0.4845
4d0a20e2088f2902,qwen3.6:latest,BookSum,5517,0.6,1382,1.2293
4eb2e0c8ddd332bf,qwen3.6:latest,GovReport,19830,0.8,2926,1.1268
4f982dfe7069d046,qwen3.6:latest,BookSum,2659,0.6,1123,0.6032
500c8c0456b3da81,qwen3.6:latest,BookSum,2233,0.6,1303,1.0674
502437db373383b9,qwen3.6:latest,Siphon,87610,0.2,2576,1.7234
53e1febec460a636,qwen3.6:latest,BillSum,1762,0.8,1690,0.628
575c269c2a40911e,qwen3.6:latest,Siphon,90836,0.2,4865,4.693
57a805370ea0737e,qwen3.6:latest,Siphon,598,0.6,660,0.8795
57f538fc8d639dba,qwen3.6:latest,BillSum,3292,0.8,2071,0.6714
5849457e28d2dd47,qwen3.6:latest,Siphon,84166,0.2,5477,3.0925
58f88770f6aded5c,qwen3.6:latest,ArXiv,12078,0.6,3173,0.7608
5a3f6d0545f4df77,qwen3.6:latest,Siphon,168271,0.2,1217,0.2161
5a4ad8682359eb86,qwen3.6:latest,ArXiv,28080,0.8,2567,0.7421
5a7fae1db3eaf41d,qwen3.6:latest,BookSum,40582,0.2,3853,1.3677
5b9a72563d14a2e3,qwen3.6:latest,GovReport,7237,0.8,2450,1.0798
60740bd3b82c478e,qwen3.6:latest,Siphon,115562,0.0,828,0.3446
6109b5c8544db89e,qwen3.6:latest,Siphon,32597,0.4,5373,1.4727
61740f98a6d09f53,qwen3.6:latest,BookSum,2472,0.8,729,0.7337
6530c89657cfb4df,qwen3.6:latest,Siphon,76775,0.2,3664,4.4517
658b4bf748124550,qwen3.6:latest,GovReport,12846,0.8,2572,0.8469
6ad3dd0c3f431874,qwen3.6:latest,Siphon,62888,0.4,3077,3.1155
6c0b1e7f7de25467,qwen3.6:latest,Siphon,762,0.6,1144,0.5211
6e7bce3c71a5a346,qwen3.6:latest,ArXiv,24226,0.8,2508,1.2306
6e9d503c40339dfd,qwen3.6:latest,BillSum,1129,0.8,1074,0.415
6f380c4197aa3761,qwen3.6:latest,BookSum,2691,0.6,1810,0.9364
6f49de98e931e84b,qwen3.6:latest,Siphon,59724,0.0,825,1.6996
6f6cc4585849811f,qwen3.6:latest,Siphon,73505,0.2,3164,3.0459
711ab192b0e0ad38,qwen3.6:latest,Siphon,177092,0.2,722,0.4097
732a9f485d90599c,qwen3.6:latest,BookSum,2933,0.8,1319,0.7555
757ca0cd7d1e3dd3,qwen3.6:latest,BookSum,1880,0.6,1185,0.6482
75bebcdea7ad2b84,qwen3.6:latest,ArXiv,7906,0.8,2100,0.6762
76bd73e58e51bdcc,qwen3.6:latest,GovReport,9346,1.0,2167,1.0014
76c692a42b95b7b1,qwen3.6:latest,BookSum,3647,0.8,1766,0.8371
7732fbb500ec06a3,qwen3.6:latest,BillSum,3628,1.0,2596,0.8837
77a98f2d0b4c33d2,qwen3.6:latest,BookSum,5332,0.8,1260,0.942
77e0b26d6be488ca,qwen3.6:latest,Siphon,24443,1.0,4120,1.7381
781b5bb2afb78c18,qwen3.6:latest,GovReport,7117,0.8,1917,1.212
7888c4134cc98bc6,qwen3.6:latest,Siphon,39089,0.4,9350,1.9592
7a1e007350f59527,qwen3.6:latest,GovReport,21443,0.8,3086,1.0918
7baed1f1f71e323a,qwen3.6:latest,Siphon,70057,0.2,3105,4.1094
7c180ccb51507a6b,qwen3.6:latest,BillSum,3322,0.8,1834,0.6943
7c2057e4cb777482,qwen3.6:latest,WikiHow,593,0.8,525,0.7859
7ca2a2ba98e8ba8b,qwen3.6:latest,GovReport,2495,0.8,1682,0.5331
7d5ecffbf9fc8378,qwen3.6:latest,ArXiv,39665,0.4,6218,1.7863
7d690486a9516776,qwen3.6:latest,BookSum,2056,0.8,1200,0.5165
7fc40884ed2de9a9,qwen3.6:latest,Siphon,166892,0.2,959,0.2179
816693302331e005,qwen3.6:latest,BookSum,60629,0.2,4260,3.5782
82eae29747e859c5,qwen3.6:latest,BookSum,3448,0.8,1973,0.952
8477a4927f2e98ba,qwen3.6:latest,ArXiv,6438,0.8,2420,0.6975
896a1863dd0562b6,qwen3.6:latest,BookSum,2098,0.8,1541,1.0889
8a994897a17d8633,qwen3.6:latest,BookSum,940,0.8,1273,0.4441
8ebc4c9e210a22f8,qwen3.6:latest,ArXiv,7576,0.8,3142,1.0602
8ec0931590a4871d,qwen3.6:latest,BookSum,5138,0.8,1253,0.8844
8f8766c2304b7f80,qwen3.6:latest,Siphon,698,1.0,1055,0.5369
903381274ce57bd1,qwen3.6:latest,Siphon,29985,0.6,2943,1.1185
90a1b78cc415388d,qwen3.6:latest,BillSum,3265,0.8,2128,0.7932
91f9bca1699c6c26,qwen3.6:latest,BookSum,4361,0.8,1356,1.2119
927fdd5d68a13c76,qwen3.6:latest,ArXiv,5158,0.8,1212,0.9496
92e98ba798830108,qwen3.6:latest,Siphon,33377,0.4,6881,1.4362
93b1efb9b0190a90,qwen3.6:latest,BillSum,1521,1.0,1660,0.6238
947e4610d64a8916,qwen3.6:latest,PubMed,1194,0.8,919,0.4774
986285ce2700d8a6,qwen3.6:latest,GovReport,17503,0.6,4621,1.5145
9abd149f6b150fc0,qwen3.6:latest,Siphon,782,1.0,1201,0.6364
9c3549642901c7e1,qwen3.6:latest,BillSum,2324,0.8,1193,1.6808
9d01de1c463b0fbb,qwen3.6:latest,Siphon,2132,0.8,1999,1.0621
a2a1bf0800e76a45,qwen3.6:latest,Siphon,49594,0.2,3532,1.0919
a3d9bc4c3eeee68c,qwen3.6:latest,GovReport,14996,1.0,3439,1.3645
a5bea2c6a345eb2b,qwen3.6:latest,BookSum,2021,0.8,933,1.0227
a7550552c0395edf,qwen3.6:latest,Siphon,25372,0.8,3596,1.4485
a77d7de7a45d464b,qwen3.6:latest,PubMed,5323,0.8,1918,1.1832
a91421549f5624aa,qwen3.6:latest,BillSum,1877,0.8,1779,0.6551
a96d9a6d1362e443,qwen3.6:latest,BookSum,1572,0.8,697,0.8027
aa56b83051de4c93,qwen3.6:latest,Siphon,739,0.8,840,0.6007
ad1d0c2c3f760339,qwen3.6:latest,BookSum,26010,0.6,2159,1.3949
ad9e46ff443202ed,qwen3.6:latest,Siphon,39521,0.0,7607,1.1576
adeafd1c9f56022c,qwen3.6:latest,BookSum,12955,0.6,2158,0.9449
aebfaeb53a59f2d0,qwen3.6:latest,BookSum,15063,0.6,2391,0.7293
b05bd40ee63cec42,qwen3.6:latest,PubMed,4371,1.0,1761,1.0576
b2393b52ce6c4f8c,qwen3.6:latest,BookSum,1088,0.6,1133,0.4686
b30452d4d37551ea,qwen3.6:latest,GovReport,12597,0.8,3580,0.9
b466b772db978b61,qwen3.6:latest,Siphon,18747,0.8,2538,1.2623
b48156ea8c0a4912,qwen3.6:latest,BookSum,8825,0.6,1140,0.8112
b785ceb18735e949,qwen3.6:latest,Siphon,98760,0.2,1678,3.1522
b86d814dda4f6836,qwen3.6:latest,PubMed,5952,0.8,1800,1.084
b8b9dbaa58b0b2a2,qwen3.6:latest,BookSum,4534,0.8,889,0.8635
b8cc52d287397cd3,qwen3.6:latest,Siphon,106318,0.2,1136,0.2655
ba0d577246b2d4e1,qwen3.6:latest,Siphon,65365,0.2,4946,3.996
bb615c74b0b0f8ea,qwen3.6:latest,ArXiv,5254,0.6,2375,0.5862
c3aea7ad81394c57,qwen3.6:latest,Siphon,166923,0.2,663,0.4065
c54798a03a2a8160,qwen3.6:latest,ArXiv,1981,1.0,1977,0.6959
c56aa1a34ae3b03b,qwen3.6:latest,Siphon,1371,1.0,1617,0.6737
c6d5ba1bd4e6319a,qwen3.6:latest,BillSum,2895,0.8,1888,0.5617
c708a2c263b5ce96,qwen3.6:latest,BookSum,1559,0.6,802,0.811
cb13abc0e602e1d3,qwen3.6:latest,GovReport,21072,0.8,3906,1.1249
ccc99455d2136ced,qwen3.6:latest,ArXiv,8917,0.6,1195,0.8926
cd376d7b05c16119,qwen3.6:latest,Siphon,581,0.8,1038,0.8449
cfa11d9c3a649e71,qwen3.6:latest,GovReport,14582,0.8,3789,1.3732
d23c2d186a448d72,qwen3.6:latest,Siphon,670,0.8,1253,0.9685
d30a50ac7d29dab1,qwen3.6:latest,PubMed,2929,0.8,920,0.8533
d3a6d35adba1a4f7,qwen3.6:latest,PubMed,6032,0.8,2259,1.1348
d4bf61f86b7f43f9,qwen3.6:latest,Siphon,1126,1.0,674,0.4774
d6cb3396f5d47c1a,qwen3.6:latest,Siphon,1547,0.9,1361,0.8324
d87419496c631609,qwen3.6:latest,PubMed,8507,0.9,2050,1.016
d8d4ee7faa03eca8,qwen3.6:latest,BookSum,10040,0.6,1591,0.7603
d8dc63cb1255ae10,qwen3.6:latest,BookSum,32533,0.4,1648,0.948
d8f52fc0bab5592e,qwen3.6:latest,Siphon,49184,0.2,2900,1.7337
e40961f17f905e12,qwen3.6:latest,Siphon,52267,0.2,3502,1.7964
e5e0aa2e7ba6b380,qwen3.6:latest,Siphon,151340,0.0,1164,0.2119
e6229fb9d86212a3,qwen3.6:latest,BillSum,1114,0.8,1431,0.5034
e7744ce952e46afc,qwen3.6:latest,BookSum,5719,0.6,1410,1.0213
e80f301231c03eb5,qwen3.6:latest,Siphon,30263,0.4,4068,1.0229
e930ca525bacc27f,qwen3.6:latest,BookSum,6902,0.6,1475,1.2998
ebc73fb557352fdf,qwen3.6:latest,PubMed,1098,0.8,1178,0.4333
ed08ed79e283306c,qwen3.6:latest,PubMed,3115,0.8,1898,0.6192
edfbc4f45d53acc0,qwen3.6:latest,Siphon,69035,0.4,908,3.7929
ef8cb732719a31a9,qwen3.6:latest,BookSum,18627,0.6,2804,1.0998
f01bd980db82a7ea,qwen3.6:latest,BillSum,1233,0.8,856,0.6773
f126b14810f9588c,qwen3.6:latest,GovReport,20834,0.8,4975,1.1729
f17331f2a61055fb,qwen3.6:latest,BookSum,11679,0.4,3105,0.9379
f29cfabfdec0ce2e,qwen3.6:latest,Siphon,667,0.8,1633,0.86
f4561f0f5f4d07aa,qwen3.6:latest,GovReport,13581,0.8,3606,1.0015
f5eb6367c29e5566,qwen3.6:latest,BookSum,649,0.6,643,0.8704
f620043b541185e7,qwen3.6:latest,Siphon,503,0.8,802,0.8549
f692fb9c8035587d,qwen3.6:latest,BookSum,11752,0.6,1889,0.7347
f6af448f2b101fbd,qwen3.6:latest,Siphon,58992,0.4,4055,1.8156
f73caa8624fffbaf,qwen3.6:latest,Siphon,179632,0.0,648,0.4985
f83d5bff2570c20c,qwen3.6:latest,BookSum,1205,0.8,988,0.606
f9ca7b14f88913dc,qwen3.6:latest,GovReport,9655,0.6,2357,1.1178
fad0a472a2d38928,qwen3.6:latest,Siphon,167816,0.2,565,0.5472
fb5832b1c605abbe,qwen3.6:latest,WikiHow,1265,0.8,1463,0.6803
fbd31af291bee2c4,qwen3.6:latest,Siphon,27652,0.4,2074,1.1439
fc951608c7a4ae12,qwen3.6:latest,BookSum,2911,0.8,1282,1.724
fc9b9631d8a881a0,qwen3.6:latest,BookSum,944,0.8,781,0.4496
fd864b64a6209418,qwen3.6:latest,Siphon,19339,0.6,3920,1.25
